unique_identifier,project_name,condition,replicate_id,reference_condition_identifier,reference_strain,deleted_genes,mutated_genes,overexpressed_genes,perturbed_gene_ids,doi,pmid,organism,dataset,R1,R2,pH,GEO,Run,SRX,contact,creator,project,Platform,run_date,full_name,sample_id,Base Media,Culture Type,n_replicates,LibraryLayout,passed_fastqc,Evolved Sample,Temperature (C),Electron Acceptor,Sequencing Machine,Strain Description,Carbon Source (g/L),Biological Replicates,Nitrogen Source (g/L),Trace Element Mixture,passed_pct_reads_mapped,passed_number_replicates,passed_global_correlation,passed_similar_replicates,passed_reads_mapped_to_CDS,Supplement,Growth Rate (1/hr),Antibiotic for selection,Additional Details,Isolate Type
p1k_00360,Antibiotic Media,rpmi_ctrl,2,p1k_00357;p1k_00358,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMIcntrlR2_S24_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIcntrlR2_S24_R2_001.fastq.gz,7,GSE159494,SRR12820312,SRX9288045,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:rpmi_ctrl,abx_media__rpmi_ctrl__2,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
p1k_00361,Antibiotic Media,camhb_ctrl,1,p1k_00357;p1k_00358,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR1_S37_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR1_S37_R2_001.fastq.gz,7,GSE159494,SRR12820313,SRX9288046,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:camhb_ctrl,abx_media__camhb_ctrl__1,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,
p1k_00362,Antibiotic Media,camhb_ctrl,2,p1k_00357;p1k_00358,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR2_S38_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR2_S38_R2_001.fastq.gz,7,GSE159494,SRR12820314,SRX9288047,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:camhb_ctrl,abx_media__camhb_ctrl__2,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
p1k_00363,Antibiotic Media,m9_mero,1,p1k_00363;p1k_00364,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9meroR1_S31_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9meroR1_S31_R2_001.fastq.gz,7,GSE159494,SRR12820315,SRX9288048,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:m9_mero,abx_media__m9_mero__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,meropenem(128ug/mL),,,,
p1k_00364,Antibiotic Media,m9_mero,2,p1k_00363;p1k_00364,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9meroR2_S32_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9meroR2_S32_R2_001.fastq.gz,7,GSE159494,SRR12820316,SRX9288049,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:m9_mero,abx_media__m9_mero__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,meropenem(128ug/mL),,,,
p1k_00365,Antibiotic Media,rpmi_mero,1,p1k_00363;p1k_00364,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMImeroR1_S33_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMImeroR1_S33_R2_001.fastq.gz,7,GSE159494,SRR12820317,SRX9288050,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:rpmi_mero,abx_media__rpmi_mero__1,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,meropenem(32ug/mL),,,,
p1k_00366,Antibiotic Media,rpmi_mero,2,p1k_00363;p1k_00364,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMImeroR2_S34_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMImeroR2_S34_R2_001.fastq.gz,7,GSE159494,SRR12820318,SRX9288051,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:rpmi_mero,abx_media__rpmi_mero__2,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,meropenem(32ug/mL),,,,
p1k_00367,Antibiotic Media,camhb_mero,1,p1k_00363;p1k_00364,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBmeroR1_S35_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBmeroR1_S35_R2_001.fastq.gz,7,GSE159494,SRR12820319,SRX9288052,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:camhb_mero,abx_media__camhb_mero__1,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,meropenem(256ug/mL),,,,
p1k_00368,Antibiotic Media,camhb_mero,2,p1k_00363;p1k_00364,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBmeroR2_S36_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBmeroR2_S36_R2_001.fastq.gz,7,GSE159494,SRR12820320,SRX9288053,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/3/2019,abx_media:camhb_mero,abx_media__camhb_mero__2,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,meropenem(256ug/mL),,,,
p1k_00369,Antibiotic Media,m9_trisulf,1,p1k_00369;p1k_00370,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9TSR1_S37_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9TSR1_S37_R2_001.fastq.gz,7,GSE159494,SRR12820321,SRX9288054,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:m9_trisulf,abx_media__m9_trisulf__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,trimethoprim-sulfamethoxazole(131mg/mL),,,,
p1k_00370,Antibiotic Media,m9_trisulf,2,p1k_00369;p1k_00370,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9TSR2_S38_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9TSR2_S38_R2_001.fastq.gz,7,GSE159494,SRR12820322,SRX9288055,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:m9_trisulf,abx_media__m9_trisulf__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,trimethoprim-sulfamethoxazole(131mg/mL),,,,
p1k_00371,Antibiotic Media,rpmi_trisulf,1,p1k_00369;p1k_00370,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMITSR1_S39_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMITSR1_S39_R2_001.fastq.gz,7,GSE159494,SRR12820323,SRX9288056,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:rpmi_trisulf,abx_media__rpmi_trisulf__1,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,trimethoprim-sulfamethoxazole(16mg/mL),,,,
p1k_00372,Antibiotic Media,rpmi_trisulf,2,p1k_00369;p1k_00370,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMITSR2_S40_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMITSR2_S40_R2_001.fastq.gz,7,GSE159494,SRR12820324,SRX9288057,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:rpmi_trisulf,abx_media__rpmi_trisulf__2,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,trimethoprim-sulfamethoxazole(16mg/mL),,,,
p1k_00373,Antibiotic Media,camhb_trisulf,1,p1k_00369;p1k_00370,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBTSR1_S41_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBTSR1_S41_R2_001.fastq.gz,7,GSE159494,SRR12820325,SRX9288058,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:camhb_trisulf,abx_media__camhb_trisulf__1,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,trimethoprim-sulfamethoxazole(16mg/mL),,,,
p1k_00374,Antibiotic Media,camhb_trisulf,2,p1k_00369;p1k_00370,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBTSR2_S42_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBTSR2_S42_R2_001.fastq.gz,7,GSE159494,SRR12820326,SRX9288059,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:camhb_trisulf,abx_media__camhb_trisulf__2,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,trimethoprim-sulfamethoxazole(16mg/mL),,,,
p1k_00375,Antibiotic Media,m9_cef,1,p1k_00375;p1k_00376,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9cefR1_S25_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9cefR1_S25_R2_001.fastq.gz,7,GSE159494,SRR12820327,SRX9288060,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:m9_cef,abx_media__m9_cef__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,ceftriaxone(4.1mg/mL),,,,
p1k_00376,Antibiotic Media,m9_cef,2,p1k_00375;p1k_00376,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9cefR2_S26_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9cefR2_S26_R2_001.fastq.gz,7,GSE159494,SRR12820328,SRX9288061,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:m9_cef,abx_media__m9_cef__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,ceftriaxone(4.1mg/mL),,,,
p1k_00377,Antibiotic Media,rpmi_cef,1,p1k_00375;p1k_00376,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMIcefR1_S27_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIcefR1_S27_R2_001.fastq.gz,7,GSE159494,SRR12820329,SRX9288062,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:rpmi_cef,abx_media__rpmi_cef__1,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ceftriaxone(256ug/mL),,,,
p1k_00378,Antibiotic Media,rpmi_cef,2,p1k_00375;p1k_00376,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMIcefR2_S28_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIcefR2_S28_R2_001.fastq.gz,7,GSE159494,SRR12820330,SRX9288063,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:rpmi_cef,abx_media__rpmi_cef__2,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ceftriaxone(256ug/mL),,,,
p1k_00379,Antibiotic Media,camhb_cef,1,p1k_00375;p1k_00376,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBcefR1_S29_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBcefR1_S29_R2_001.fastq.gz,7,GSE159494,SRR12820331,SRX9288064,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:camhb_cef,abx_media__camhb_cef__1,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ceftriaxone(256ug/mL),,,,
p1k_00380,Antibiotic Media,camhb_cef,2,p1k_00375;p1k_00376,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBcefR2_S30_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBcefR2_S30_R2_001.fastq.gz,7,GSE159494,SRR12820332,SRX9288065,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:camhb_cef,abx_media__camhb_cef__2,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ceftriaxone(256ug/mL),,,,
p1k_00381,Antibiotic Media,m9_cipro,1,p1k_00381;p1k_00382,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9ciproR1_S31_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9ciproR1_S31_R2_001.fastq.gz,7,GSE159494,SRR12820333,SRX9288066,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:m9_cipro,abx_media__m9_cipro__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,ciprofloxacin(32ug/mL),,,,
p1k_00382,Antibiotic Media,m9_cipro,2,p1k_00381;p1k_00382,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/M9ciproR2_S32_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9ciproR2_S32_R2_001.fastq.gz,7,GSE159494,SRR12820334,SRX9288067,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:m9_cipro,abx_media__m9_cipro__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,ciprofloxacin(32ug/mL),,,,
p1k_00383,Antibiotic Media,rpmi_cipro,1,p1k_00381;p1k_00382,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMIciproR1_S33_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIciproR1_S33_R2_001.fastq.gz,7,GSE159494,SRR12820335,SRX9288068,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:rpmi_cipro,abx_media__rpmi_cipro__1,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ciprofloxacin(64ug/mL),,,,
p1k_00384,Antibiotic Media,rpmi_cipro,2,p1k_00381;p1k_00382,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/RPMIciproR2_S34_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIciproR2_S34_R2_001.fastq.gz,7,GSE159494,SRR12820336,SRX9288069,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:rpmi_cipro,abx_media__rpmi_cipro__2,RPMI+10%LB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ciprofloxacin(64ug/mL),,,,
p1k_00385,Antibiotic Media,camhb_cipro,1,p1k_00381;p1k_00382,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBciproR1_S35_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBciproR1_S35_R2_001.fastq.gz,7,GSE159494,SRR12820337,SRX9288070,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:camhb_cipro,abx_media__camhb_cipro__1,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ciprofloxacin(16ug/mL),,,,
p1k_00386,Antibiotic Media,camhb_cipro,2,p1k_00381;p1k_00382,MG1655,,,,"",10.1128/mSphere.00443-21,,e_coli,precise1k,s3://precise-db/raw_data/abx_media/MHBciproR2_S36_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBciproR2_S36_R2_001.fastq.gz,7,GSE159494,SRR12820338,SRX9288071,Anand Sastry,Julia Xu,abx_media,ILLUMINA,7/8/2019,abx_media:camhb_cipro,abx_media__camhb_cipro__2,CAMHB,Batch,2,PAIRED,TRUE,No,37,O2,NextSeq,Escherichia coli K-12 MG1655,,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,ciprofloxacin(16ug/mL),,,,
p1k_00387,HOT ALE,42c_ale3_30c,1,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/PAL013_S43_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL013_S43_L004_R2_001.fastq.gz,7,GSE140478,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:42c_ale3_30c,hot_tale__42c_ale3_30c__1,M9,Batch,2,PAIRED,TRUE,Endpoint,30,O2,HiSeq,Escherichia coli 42C.3.120.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.61943,,,Clonal
p1k_00388,HOT ALE,42c_ale3_30c,2,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/PAL014_S44_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL014_S44_L004_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:42c_ale3_30c,hot_tale__42c_ale3_30c__2,M9,Batch,2,PAIRED,TRUE,Endpoint,30,O2,HiSeq,Escherichia coli 42C.3.120.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.610159,,,Clonal
p1k_00389,HOT ALE,42c_ale3_37c,1,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R1_37C_S41_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R1_37C_S41_L008_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:42c_ale3_37c,hot_tale__42c_ale3_37c__1,M9,Batch,2,PAIRED,TRUE,Endpoint,37,O2,HiSeq,Escherichia coli 42C.3.120.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.957325,,,Clonal
p1k_00390,HOT ALE,42c_ale3_37c,2,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R2_37C_S42_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_42C_A3_R2_37C_S42_L008_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:42c_ale3_37c,hot_tale__42c_ale3_37c__2,M9,Batch,2,PAIRED,TRUE,Endpoint,37,O2,HiSeq,Escherichia coli 42C.3.120.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.958287,,,Clonal
p1k_00391,HOT ALE,42c_ale3_44c,1,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/PAL013_S40_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL013_S40_L002_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,10/17/2018,hot_tale:42c_ale3_44c,hot_tale__42c_ale3_44c__1,M9,Batch,2,PAIRED,TRUE,Endpoint,44,O2,HiSeq,Escherichia coli 42C.3.120.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.558411,,,Clonal
p1k_00392,HOT ALE,42c_ale3_44c,2,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/PAL014_S41_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL014_S41_L002_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,10/17/2018,hot_tale:42c_ale3_44c,hot_tale__42c_ale3_44c__2,M9,Batch,2,PAIRED,TRUE,Endpoint,44,O2,HiSeq,Escherichia coli 42C.3.120.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.571729,,,Clonal
p1k_00393,HOT ALE,hot_ale3_mid_30c,1,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/PAL015_S45_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL015_S45_L004_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:hot_ale3_mid_30c,hot_tale__hot_ale3_mid_30c__1,M9,Batch,2,PAIRED,TRUE,Midpoint,30,O2,HiSeq,Escherichia coli HOT_mutL.3.181.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.43315,,,Clonal
p1k_00394,HOT ALE,hot_ale3_mid_30c,2,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/PAL016_S46_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL016_S46_L004_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:hot_ale3_mid_30c,hot_tale__hot_ale3_mid_30c__2,M9,Batch,2,PAIRED,TRUE,Midpoint,30,O2,HiSeq,Escherichia coli HOT_mutL.3.181.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.423586,,,Clonal
p1k_00395,HOT ALE,hot_ale3_mid_37c,1,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R1_37C_S43_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R1_37C_S43_L008_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:hot_ale3_mid_37c,hot_tale__hot_ale3_mid_37c__1,M9,Batch,2,PAIRED,TRUE,Midpoint,37,O2,HiSeq,Escherichia coli HOT_mutL.3.181.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.846304,,,Clonal
p1k_00396,HOT ALE,hot_ale3_mid_37c,2,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R2_37C_S44_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/ALE_HRS_A3_F181_R2_37C_S44_L008_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:hot_ale3_mid_37c,hot_tale__hot_ale3_mid_37c__2,M9,Batch,2,PAIRED,TRUE,Midpoint,37,O2,HiSeq,Escherichia coli HOT_mutL.3.181.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,0.833011,,,Clonal
p1k_00397,HOT ALE,hot_ale3_mid_44c,1,p1k_00001;p1k_00002,MG1655,,,,"",10.1101/2024.02.22.581624,,e_coli,precise1k,s3://precise-db/raw_data/hot_tale/PAL031_S61_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_tale/PAL031_S61_L004_R2_001.fastq.gz,7,,,,Ke Chen,Ke Chen,hot_tale,ILLUMINA,9/27/2018,hot_tale:hot_ale3_mid_44c,hot_tale__hot_ale3_mid_44c__1,M9,Batch,2,PAIRED,TRUE,Midpoint,44,O2,HiSeq,Escherichia coli HOT_mutL.3.181.1,glucose(4),2,NH4Cl(1),sauer trace element mixture,FALSE,TRUE,TRUE,TRUE,TRUE,,0.66749,,,Clonal
