gene,control_mean,treatment_mean,log2FC,p_value,neg_log10_p,regulation
b3006,-0.2371278825000011,-0.027758386000001196,0.20936949649999992,0.06622335880866313,1.1789887958721557,ns
b4248,-0.8223041020000004,-0.5459346100000007,0.2763694919999997,0.06635991634141793,1.1780941701534553,ns
b0863,-0.0655349074999991,0.1434805440000017,0.2090154515000008,0.06637024635959482,1.1780265702980803,ns
b1602,0.6072981625000011,0.12001708250000126,-0.48728107999999987,0.06643299262481157,1.1776161833379462,ns
b4093,-0.6105957289999999,-0.19219607250000026,0.41839965649999966,0.06651348154811525,1.177090319079665,ns
b1284,-0.28297739149999934,0.22117959650000024,0.5041569879999996,0.0665909438142925,1.176584829672189,ns
b2889,-0.4893139135000006,-0.10617274500000025,0.38314116850000035,0.06662829579013672,1.1763412949174408,ns
b0223,-0.3862496499999999,-0.2615168084999997,0.12473284150000019,0.06664383680687817,1.1762400077584068,ns
b0393,-0.0637845475,-0.23738366900000016,-0.17359912150000018,0.06685809912781769,1.174845975186392,ns
b0789,-0.5006419509999995,-0.030861431499999502,0.46978051950000005,0.06700293735357385,1.1739061577695347,ns
b1430,0.4344358874999998,0.6868179415000002,0.2523820540000004,0.0670089375039128,1.173867268198184,ns
b3049,0.36486247249999915,1.3163100539999997,0.9514475815000005,0.0670650711107456,1.1735036105829142,ns
b4092,-0.6870232055000001,-0.4780703150000005,0.20895289049999954,0.0671122199724055,1.1731983951306657,ns
b0155,0.23084450899999925,0.44697741899999904,0.2161329099999998,0.06736503247832226,1.1715654764976102,ns
b0284,-0.14594205299999996,0.39876323750000003,0.5447052905,0.06744121943822079,1.1710745856178582,ns
b1750,-0.1941747134999998,0.9490138455000001,1.143188559,0.06758498731356712,1.170149763392092,ns
b1260,-0.27616722850000025,-0.6471889820000012,-0.37102175350000094,0.06770771454420402,1.1693618454492518,ns
b0957,-0.38918399500000067,-0.7065414200000006,-0.31735742499999997,0.06780704524019053,1.1687251800270508,ns
b4057,-0.12819582449999875,0.518651406500001,0.6468472309999997,0.06780756776981142,1.1687218333120333,ns
b1813,0.1520471114999999,0.43818076600000033,0.28613365450000044,0.06797948107922466,1.167622154923442,ns
b3844,0.1584219820000001,0.36913063200000007,0.21070864999999997,0.06802998338471015,1.1672996351092486,ns
b0906,0.5842503589999999,1.1829319050000007,0.5986815460000008,0.06817531186246309,1.1663728667367241,ns
b2376,0.25157900749999995,5.269484717500001,5.017905710000001,0.06821166970434248,1.1661413195568575,ns
b1067,0.7268775309999986,0.9085466679999992,0.18166913700000054,0.06823391962113673,1.1659996804431276,ns
b2049,0.33706640499999996,0.8303988125,0.49333240750000007,0.06834085578256349,1.1653195871509814,ns
b3390,0.1286357079999982,0.0371515154999988,-0.09148419249999941,0.06851786270237625,1.164196192569357,ns
b3225,0.016570501500000195,-0.8215638554999998,-0.8381343569999999,0.06860928520605117,1.1636171052718218,ns
b2346,0.1350266639999988,-0.20899058750000105,-0.34401725149999984,0.06865509582190439,1.1633272223718691,ns
b0905,0.019401771999999297,-0.47689907950000077,-0.4963008515000001,0.06871102469281383,1.1629735747436736,ns
b0275,-0.8140325565000002,-0.2433396905,0.5706928660000001,0.06893376786264226,1.1615679826804515,ns
b2844,-0.05486752749999905,-0.7075490929999995,-0.6526815655000004,0.069185599912099,1.1599842889175365,ns
b3994,-0.4551978700000001,-0.5725840279999996,-0.11738615799999952,0.0693916912282713,1.1586925276681674,ns
b2281,1.4718544869999999,1.7708372449999992,0.2989827579999993,0.0693970037055401,1.158659280297907,ns
b0243,-0.5091824844999997,-0.260856811,0.24832567349999968,0.06944226454414078,1.1583761250581148,ns
b3256,-0.0131546150000003,-0.13644823850000076,-0.12329362350000046,0.06955307128519334,1.1576836879183494,ns
b4258,-0.04131102099999935,-0.20007967499999865,-0.1587686539999993,0.06961094469714153,1.1573224723450632,ns
b2859,0.37207115849999983,0.9040148800000001,0.5319437215000002,0.06964654760909217,1.1571004067559065,ns
b2026,-0.0231253455000004,-0.5061666474999993,-0.4830413019999989,0.06991099580787284,1.155454511763366,ns
b3034,0.1120444580000006,0.2748743170000014,0.16282985900000083,0.06993590030129802,1.1552998299722874,ns
b0524,-0.8522103225,-0.9419508339999996,-0.08974051149999962,0.06998685361444379,1.1549835305414546,ns
b3856,-0.2416843715000003,0.1740588359999999,0.4157432075000002,0.07013268375129598,1.1540795417360719,ns
b0823,-0.25326394200000013,-0.0472883695000001,0.20597557250000004,0.0701372720166927,1.1540511299734373,ns
b4115,-0.5393359514999999,0.6362216425,1.1755575939999998,0.07029200399871015,1.1530940749338356,ns
b4381,-0.20458907349999975,0.12496771900000025,0.32955679250000003,0.0704116582180599,1.1523554277812593,ns
b3160,-0.5027624389999996,-0.24656080899999994,0.2562016299999997,0.07049650905276453,1.1518323884931196,ns
b2287,0.3117754940000008,0.5596138915000006,0.2478383974999998,0.07065476298328859,1.1508585561418787,ns
b0812,-0.5234304999999999,0.06122833499999995,0.5846588349999998,0.07071998882555533,1.1504578166177215,ns
b3407,-0.1899941229999995,-0.3605730780000011,-0.17057895500000161,0.07073836709086863,1.1503449695652344,ns
b1124,0.9614785365000006,0.8828011819999992,-0.07867735450000135,0.07083460222562234,1.149754540550037,ns
b4280,1.008202543,0.8382321369999999,-0.16997040600000002,0.07087769428808313,1.1494904188615487,ns
b1697,-0.40490704199999994,0.17110766800000005,0.5760147099999999,0.07095169279867868,1.149037238481983,ns
b2282,0.9787047744999997,1.270116733000001,0.29141195850000123,0.0709898000219883,1.148804047230112,ns
b4043,0.3113746080000013,0.16984783850000124,-0.14152676950000004,0.07112001511218007,1.148008159755282,ns
b3185,0.7461229699999992,0.5649192199999993,-0.18120374999999989,0.07116575449789353,1.147728941902932,ns
b2560,-0.0539238124999985,0.3693250905000012,0.4232489029999997,0.07129495286266069,1.1469412137874118,ns
b0419,-0.28545375250000093,-0.1272392760000009,0.15821447650000003,0.07145843242723612,1.1459465150810804,ns
b0902,-0.07151091699999984,0.38069690250000043,0.4522078195000003,0.07150623042940135,1.1456561159160694,ns
b1443,1.5381554585000001,1.765875498,0.22772003949999986,0.07159613041893664,1.1451104495233815,ns
b4201,0.05701283999999955,-0.3098048500000008,-0.36681769000000036,0.0716202884959721,1.1449639339251159,ns
b4475,-0.3793742435,0.1117773015000003,0.4911515450000003,0.07179740414490315,1.1438912575115192,ns
b1629,-0.4962954574999996,-0.711532617,-0.21523715950000044,0.07193706113748573,1.1430473084947639,ns
b4196,-0.3538286644999997,0.0942971474999998,0.4481258119999995,0.07203459717270544,1.1424588681189254,ns
b1616,0.276879999,0.4367661455,0.1598861465,0.0722396089672578,1.1412246135226487,ns
b1101,-0.2753955650000001,-0.7291781915,-0.45378262649999984,0.07245837954779245,1.13991138271276,ns
b3996,-0.002854010500001,0.12511638049999924,0.12797039100000024,0.07247302578181439,1.1398236063109017,ns
b3206,-1.0204079934999997,-0.5490694249999999,0.4713385684999998,0.07257919404939563,1.1391878587015072,ns
b4138,-0.41813125449999994,-0.5656559399999996,-0.1475246854999997,0.07258872218938694,1.139130848602662,ns
b2350,0.3161814094999995,0.43089483950000007,0.11471343000000056,0.07267391119485556,1.1386214661362524,ns
b0697,0.12237389749999991,0.4173762175,0.29500232000000004,0.0728669412886142,1.1374694603277762,ns
b2324,0.21164803950000038,0.5318654039999999,0.32021736449999955,0.07291314491340004,1.1371941692303007,ns
b1203,-0.33795662299999885,-0.9049307724999989,-0.5669741495,0.07294291132653653,1.137016906941933,ns
b2419,0.5371449065,1.3209944984999997,0.7838495919999997,0.07308508758508525,1.1361712282431047,ns
b1222,-0.06485949349999925,0.24217372250000002,0.3070332159999993,0.07308964085274322,1.1361441721433225,ns
b0901,1.5897252785,1.3329037020000003,-0.2568215764999997,0.07312404535798274,1.135939790632383,ns
b2496,0.06948554549999961,-0.21347546550000016,-0.28296101099999976,0.07326535729564139,1.1351013281111586,ns
b0856,0.869976845,1.1093244435000003,0.2393475985000002,0.07330690884338534,1.1348550931465435,ns
b4191,-0.2030864910000005,-0.2927957140000008,-0.08970922300000031,0.07344717855780097,1.1340248827915347,ns
b1261,0.15614534150000026,-0.16456124200000039,-0.32070658350000064,0.07368821994988747,1.1326019343888465,ns
b0139,0.5748918645,0.9427952340000001,0.36790336950000013,0.07371233434742329,1.1324598351962407,ns
b1959,0.49047639450000013,0.8936433685000003,0.4031669740000001,0.07385456009086522,1.1316226843580075,ns
b2475,0.3380325454999995,0.5382716524999993,0.2002391069999998,0.07406992649388683,1.1303580863368645,ns
b1817,0.0111819664999988,-0.44175160600000035,-0.45293357249999916,0.07409677681158865,1.1302006832944433,ns
b0970,-0.4647815089999998,-1.664340792,-1.1995592830000001,0.07410254514040439,1.1301668754019005,ns
b0065,0.3819757030000006,0.6981482390000009,0.3161725360000003,0.07427713744100913,1.1291448418402972,ns
b2266,0.3131533299999987,0.871313784999999,0.5581604550000003,0.07443207937067453,1.128239848177341,ns
b0562,0.10041963299999976,0.4353423854999998,0.33492275250000003,0.07458026348157833,1.1273760866706968,ns
b0811,-0.0158201184999997,-0.5383905889999996,-0.5225704704999999,0.07465381110717631,1.1269480164645012,ns
b1906,-0.49333970449999986,0.5861542254999996,1.0794939299999995,0.07472977969287117,1.1265062980638016,ns
b3787,-0.0530518315000008,-0.14712587050000045,-0.09407403899999965,0.07481277717327117,1.126024223232315,ns
b2710,-0.3024445875000003,0.044566375999999894,0.3470109635000002,0.07488434523233792,1.1256089632059123,ns
b0265,-0.3846541570000004,0.13184759349999986,0.5165017505000002,0.0748854839846218,1.1256023590208672,ns
b0655,-0.18500339800000093,0.07905784899999886,0.2640612469999998,0.07495373316913298,1.125206731669892,ns
b2468,-0.05005936450000006,0.45881520249999985,0.5088745669999999,0.07503772404465875,1.1247203469349039,ns
b0073,-0.05078909199999955,-0.21192082600000006,-0.16113173400000053,0.07505019404400949,1.124648180540849,ns
b1922,0.07719400199999965,-1.1522634235000004,-1.2294574255000001,0.07508431245768224,1.1244507916874842,ns
b0678,0.10898271200000086,0.3213320915000004,0.21234937949999955,0.07510048171888845,1.1243572772809964,ns
b4279,1.4303851140000003,1.2469005145,-0.1834845995000003,0.0751202157471672,1.124243173435374,ns
b2665,0.4651959459999988,0.9575640454999998,0.49236809950000104,0.07515713806376739,1.1240297659155507,ns
b3549,0.0822880054999992,0.17963385449999864,0.09734584899999943,0.07529560904520606,1.1232303494704783,ns
b0368,-0.3206282364999995,0.22246948150000034,0.5430977179999998,0.07537022477721766,1.1228001895264095,ns
b1406,-0.7572225095000005,-0.19335817550000023,0.5638643340000002,0.07541271520608166,1.122555422322907,ns
b4128,0.9015809225000002,1.7266956855000002,0.825114763,0.07555230917859242,1.1217522573581191,ns
b4020,-0.6765571239999999,-0.4811528864999999,0.19540423750000002,0.07556561400866148,1.1216757844398217,ns
b2408,0.1539788625,0.7594946140000001,0.6055157515,0.07587083481173415,1.119925137339189,ns
b1107,-0.2093220485000002,0.02930936999999995,0.23863141850000014,0.0759345958054205,1.1195603144308852,ns
b4075,0.36630806149999995,1.2318774449999998,0.8655693834999999,0.07596643736776897,1.1193782404220811,ns
b0974,0.9528380194999999,1.6307608594999998,0.6779228399999999,0.07639132526972732,1.1169559555785897,ns
b2406,-0.7096370019999998,-0.12219188799999965,0.5874451140000001,0.07649512306557694,1.1163662523395104,ns
b3934,-0.21055042149999975,-0.4547425125000002,-0.24419209100000044,0.07660465557920543,1.115744835707887,ns
b2730,-0.0908538970000001,0.4473416145,0.5381955115000001,0.07663649170953242,1.115564384749777,ns
b2525,-0.5955084779999997,-0.8162028534999997,-0.22069437549999993,0.07685479300133523,1.1143290428145645,ns
b0801,-0.3079602070000016,-0.054284105000000644,0.25367610200000096,0.07687773120681014,1.1141994419225247,ns
b0358,-0.8694615930000003,-0.4053975645000003,0.46406402849999995,0.07714791637318742,1.1126757989572413,ns
b3002,0.19841907750000048,-0.03276391499999985,-0.23118299250000035,0.07722653059874379,1.1122334753994345,ns
b3319,0.17179813000000085,-0.13374701999999855,-0.3055451499999994,0.07741449407770445,1.1111777200837474,ns
b4167,-0.10873431650000004,0.20872532299999946,0.3174596394999995,0.07745504527939528,1.1109502878384594,ns
b0033,0.0170082030000013,-0.6997949339999989,-0.7168031370000002,0.0775127225238806,1.1106270088686057,ns
b3612,-0.36377711550000047,-0.6330941119999998,-0.2693169964999993,0.07769202978969691,1.1096235319828287,ns
b2131,0.003514722499999401,0.5194393530000005,0.5159246305000011,0.07777209666497155,1.1091761927029267,ns
b1450,0.5656944269999999,1.034862339000001,0.46916791200000096,0.07777461574969452,1.109162125872741,ns
b1882,-1.3337647080000001,-0.7461630070000003,0.5876017009999999,0.07784860233419233,1.1087491801928,ns
b1577,0.3540621804999999,1.0595234475,0.705461267,0.0779584425397089,1.1081368458392638,ns
b0785,-1.1502522175000012,-0.8955236740000005,0.2547285435000006,0.07830686068307244,1.1062001865209456,ns
b2731,-0.45842886250000037,0.0360290339999998,0.49445789650000016,0.07842215621017018,1.1055612209837198,ns
b1870,0.032602055999999054,-0.09743518950000091,-0.13003724549999995,0.0785192266264427,1.105023986625807,ns
b3922,0.2591895929999994,0.7711923469999991,0.5120027539999996,0.07860894993827819,1.104528005009838,ns
b1600,0.4578365640000004,-0.7479145130000002,-1.2057510770000006,0.0786290988953698,1.104416701403697,ns
b4512,-0.04111761500000011,-0.4065421195000001,-0.36542450449999997,0.0786949553763355,1.1040531065537682,ns
b2024,0.6380249554999993,0.14142289699999905,-0.4966020585000002,0.07871580053290764,1.1039380834541799,ns
b4756,0.5900379745,1.4147980735000005,0.8247600990000006,0.0790027748666533,1.1023576544296678,ns
b0660,-0.003749678999999749,0.15771264399999824,0.161462322999998,0.07903499837582763,1.1021805512962994,ns
b2214,-0.6262988395000002,0.3084355704999999,0.9347344100000001,0.07914985686144417,1.1015498662007555,ns
b1038,0.1483780445000002,0.9787826424999997,0.8304045979999994,0.07919349492162822,1.1013104905780309,ns
b1323,0.14757317600000075,0.4027767555000005,0.2552035794999998,0.07924760475620421,1.1010138553800368,ns
b3831,-0.20786412200000098,0.17886836949999904,0.3867324915,0.07937454023099115,1.1003187772996126,ns
b0093,0.018180055999999847,0.17829573399999976,0.16011567799999993,0.07948176202216418,1.099732513630408,ns
b2712,-0.052744448000000305,0.056986856999999794,0.1097313050000001,0.07951180591726788,1.0995683824874591,ns
b1110,0.3779287,1.0591062665000002,0.6811775665000002,0.07951307211369844,1.0995614665617295,ns
b4219,-0.24244027049999944,0.09321343200000015,0.3356537024999996,0.07961251103496846,1.099018677909384,ns
b0877,0.23672008500000033,0.96250402,0.7257839349999997,0.07966235327811874,1.098746868393604,ns
b0662,0.4050114284999999,0.5382662215000011,0.13325479300000126,0.07999160778871454,1.0969555740359873,ns
b0984,0.2307972714999999,0.46340670499999986,0.23260943349999996,0.08006328237706412,1.0965666089720467,ns
b0096,0.15006162250000085,0.25464437700000087,0.10458275450000001,0.08009624049930317,1.0963878680446602,ns
b1341,-0.22316274150000034,0.3023078560000001,0.5254705975000005,0.08019679475857572,1.0958429889038777,ns
b4268,-0.2835703704999999,0.34675889499999973,0.6303292654999997,0.08026216996457006,1.0954891028765485,ns
b3038,-0.11978429149999979,-0.6315009044999997,-0.5117166129999999,0.08033958175304887,1.0950704335306078,ns
b3956,-0.011955778500000801,0.28314450349999903,0.2951002819999998,0.08058966260582666,1.0937206624278026,ns
b3314,0.17362744499999833,-0.10371889500000095,-0.27734633999999925,0.08060139394533417,1.0936574473074177,ns
b2056,0.34594510149999996,0.6258087665,0.279863665,0.08082508966330343,1.0924538049316082,ns
b3716,0.342149539,0.5628976434999999,0.22074810449999993,0.08110371488936215,1.0909592528295213,ns
b1372,0.27647506050000004,0.566696431,0.29022137049999996,0.08137617135974874,1.0895027469778056,ns
b1103,0.0233199160000001,0.1932008539999987,0.1698809379999986,0.08158504593060317,1.0883894376307486,ns
b1588,0.36620658699999953,0.7074042314999995,0.3411976445,0.08183565506028127,1.0870574368892054,ns
b0779,-0.24958336599999947,0.08491163900000079,0.3344950050000003,0.08185264670242405,1.0869672731283486,ns
b4032,-0.470192425,-1.5660912954999997,-1.0958988704999997,0.08206837293052024,1.0858241767181136,ns
b0624,0.013606825500001,0.7117088565000005,0.6981020309999995,0.08218887403915462,1.0851869692049363,ns
b3983,-0.4411309350000003,-0.7343056199999998,-0.2931746849999995,0.08219016084215863,1.085180169658457,ns
b1987,0.0384297740000003,0.19446898550000036,0.15603921150000005,0.08243802340101734,1.0838724297545688,ns
b0895,0.7419042360000003,1.8177009725000004,1.0757967365,0.08247040188174791,1.0837018890963788,ns
b3538,-0.2353883199999997,-0.0111983100000006,0.2241900099999991,0.0825628839905221,1.0832151451827807,ns
b0169,-0.35975995500000035,-0.6667481799999999,-0.30698822499999956,0.08267620925236495,1.0826194442184491,ns
b0095,0.1597151390000002,0.3277337359999999,0.1680185969999997,0.08287361660228992,1.0815837081438073,ns
b0122,-0.9906869674999998,-0.5348170804999999,0.455869887,0.08288072315952123,1.0815464682308469,ns
b3963,-0.10647918149999964,0.22613434150000072,0.33261352300000036,0.08328505342719267,1.0794329313246005,ns
b0381,0.2347531574999988,0.48505052599999976,0.25029736850000095,0.083405089233388,1.0788074486602939,ns
b2736,-0.4774686375000001,-0.25692719399999997,0.22054144350000016,0.08341013419422207,1.0787811800907077,ns
b2420,0.4258647304999998,0.8454114345000003,0.41954670400000055,0.08375247224078879,1.0770023644142732,ns
b2021,0.46789627300000003,-0.14815519649999986,-0.6160514694999999,0.08385686845004518,1.0764613599178914,ns
b3924,-0.6239508610000009,-0.2751118185000005,0.34883904250000036,0.0840669118983077,1.0753749056000483,ns
b4522,0.2291488204999989,-0.24899091400000062,-0.4781397344999995,0.08432630412498515,1.0740369336263957,ns
b2241,0.0080912295,-0.09751608349999999,-0.105607313,0.08439226819325875,1.0736973405167438,ns
b3317,0.5448755249999993,0.2322073149999992,-0.31266821000000006,0.08450820306963902,1.0731011327666624,ns
b0723,0.03113928499999825,-0.4829987295000011,-0.5141380144999994,0.08461603104198392,1.0725473493307711,ns
b1895,-0.14200992699999876,0.49747249350000056,0.6394824204999994,0.08467262088495378,1.0722569972348772,ns
b3542,0.8161919669999991,1.281520481499998,0.465328514499999,0.08473790063265155,1.071922299775069,ns
b3596,0.39466180449999994,1.1823514860000002,0.7876896815000003,0.08497566620786615,1.0707054218697525,ns
b0865,-0.467244613500001,-0.18225075550000008,0.28499385800000093,0.08512626586927803,1.069936416859427,ns
b1076,-0.6054510790000003,-1.1325962559999998,-0.5271451769999995,0.0852991670946857,1.0690552094883736,ns
b3001,-0.2662022084999997,-0.0299714144999998,0.2362307939999999,0.08555464546827984,1.0677564040484753,ns
b0729,0.30881039500000096,0.031439109000001644,-0.27737128599999933,0.08599667811347346,1.065518324394241,ns
b3377,0.0525721739999998,0.1912588709999998,0.138686697,0.08602601152851906,1.0653702120674349,ns
b3522,-0.6237357385000002,-0.47239963799999973,0.15133610050000046,0.08616772574156839,1.0646553694070031,ns
b4294,-0.28809336799999924,0.40434480200000067,0.69243817,0.08639395840136771,1.0635166270198233,ns
b3308,0.060118475000000296,-0.22364394500000004,-0.28376242000000035,0.0864080893524251,1.0634455978374528,ns
b4202,-0.17727448999999934,-0.55133118,-0.3740566900000007,0.0864852868832568,1.0630577696324084,ns
b3923,-0.0745245095000002,0.38400861249999974,0.45853312199999996,0.08650202476621958,1.0629737268183679,ns
b3029,-0.11244546599999955,0.2221395404999997,0.3345850064999992,0.08661138260624027,1.0624250285573573,ns
b2762,0.9462948200000003,0.8240752190000009,-0.1222196009999994,0.08671789935900938,1.0618912509606728,ns
b3846,-0.1913755040000002,-1.1451398570000004,-0.9537643530000002,0.08674619510075399,1.0617495653323208,ns
b1624,-0.7607484415000005,-0.46134816099999965,0.2994002805000009,0.08680892266837474,1.0614356335045845,ns
b1482,-0.8672381525000006,-0.3629829635000003,0.5042551890000002,0.0868159280733448,1.0614005877296202,ns
b4172,-0.43586720250000077,-0.27886378999999994,0.15700341250000083,0.08707217965281779,1.0601205838356205,ns
b2729,-0.0685941764999998,0.47704160699999987,0.5456357834999996,0.08720877144215587,1.0594398316116256,ns
b4018,-0.7617621359999998,-0.7133370294999999,0.04842510649999987,0.08733908501404876,1.0587913621677256,ns
b1596,-0.39440889349999986,-0.015951386000000248,0.3784575074999996,0.08742184566367936,1.058380028856547,ns
b3203,-0.14963899299999991,0.23874989399999966,0.38838888699999957,0.0876313994026375,1.057340252919469,ns
b3097,-0.2629779669999994,-0.13639360949999974,0.1265843574999997,0.08763425435177345,1.0573261042413977,ns
b3022,0.644760808,0.8917741744999996,0.2470133664999996,0.08765040244015866,1.0572460855355146,ns
b2459,0.42035051150000013,0.019625645000000094,-0.40072486650000005,0.08784642623252084,1.0562759017733074,ns
b0631,-0.4268050639999998,-0.07357274550000034,0.3532323184999995,0.08803405846814316,1.0553492762228913,ns
b2071,0.2573475270000001,0.7230093314999999,0.46566180449999983,0.08821872973263885,1.0544391999477412,ns
b1641,0.47299003100000103,1.0048858110000003,0.5318957799999993,0.08836242957435902,1.0537323514670651,ns
b1968,0.43786081900000035,0.5790882575000009,0.14122743850000058,0.08840893481563873,1.053503841943444,ns
b4208,-0.0663400575000001,0.11557118149999951,0.1819112389999996,0.0884489242099187,1.0533074449762736,ns
b3102,-0.04904863849999995,0.16617644800000025,0.21522508650000022,0.08846315027470161,1.0532375989641716,ns
b1366,0.34920399449999984,0.754631761,0.4054277665000001,0.08847900256352588,1.0531597818757061,ns
b2662,-0.035433149999998956,0.2758378345000012,0.3112709845000002,0.08872723401720103,1.0519430569662425,ns
b2141,0.015451860499999602,1.1854141619999998,1.1699623015000002,0.08899524807029308,1.0506331820286385,ns
b1833,0.013929755999999602,0.33334637649999976,0.31941662050000014,0.08902194948528265,1.050502899365669,ns
b3320,0.24953849499999947,-0.03500641000000025,-0.28454490499999974,0.0890266037602282,1.0504801940317618,ns
b2041,0.17455031949999886,-0.08853881599999974,-0.26308913549999857,0.08911763482460207,1.0500363481606358,ns
b3344,-0.270981907499999,0.1891363310000007,0.4601182384999997,0.08921051126162131,1.0495839717004014,ns
b3399,-0.6244986465000002,-0.8019625724999995,-0.17746392599999927,0.0892329949277949,1.0494745305398645,ns
b3868,-0.5919505835000005,-0.8199554170000001,-0.22800483349999956,0.08933862176046663,1.0489607517347994,ns
b2845,-0.1641008025000001,0.2503071229999995,0.4144079254999996,0.08936157981905755,1.048849161953389,ns
b3458,0.48974484750000075,0.061784774500001347,-0.4279600729999994,0.08941052524097629,1.048611353854886,ns
b3984,-0.30451550999999893,-0.621150479999999,-0.31663497,0.089424442594411,1.0485437582399484,ns
b0049,-0.5972819060000005,-0.2948446245000005,0.30243728150000004,0.08945887423041111,1.0483765713835345,ns
b3669,-0.5443386970000006,-0.18885946350000044,0.35547923350000016,0.08959147808030712,1.0477332983592191,ns
b2213,-0.19929356399999976,0.3606113245000002,0.5599048885,0.08974232334849666,1.0470026911616448,ns
b2105,0.0377071035000003,-0.40089598350000033,-0.4386030870000006,0.08985161389625584,1.0464741177765602,ns
b1917,0.23510823049999935,0.4154516109999999,0.18034338050000054,0.08991820786138724,1.0461523575097393,ns
b3255,-0.48335718849999854,-0.6173398264999994,-0.13398263800000088,0.08993152086016924,1.0460880620341746,ns
b3195,-0.07922993299999966,0.026723758000000097,0.10595369099999975,0.0901488322983418,1.045039894340038,ns
b1066,0.2136939034999998,0.38631047799999996,0.17261657450000015,0.09028131147287105,1.0444021407629271,ns
b1686,0.2363876160000009,0.4614096014999993,0.2250219854999984,0.09040637156051357,1.0438009607186591,ns
b2133,-0.33332851200000047,-0.0764231039999989,0.25690540800000156,0.09048152341625751,1.0434400959063792,ns
b1625,-0.29794848500000043,1.0162338604999994,1.3141823455,0.09051778331217909,1.0432660900142194,ns
b2257,-0.5026994704999999,0.15781461700000005,0.6605140875,0.09084675575813514,1.0416905772331873,ns
b3806,-0.3080661320000009,-0.08146127900000086,0.22660485300000002,0.09084799468285493,1.041684654572593,ns
b3640,-0.34086953100000006,-0.6892445010000001,-0.34837497000000006,0.09106419759990396,1.040652334782722,ns
b2471,0.16600383149999987,0.6826961224999999,0.516692291,0.09117508357141532,1.0401238299380868,ns
b2993,-0.35928771250000047,-0.03456891150000055,0.32471880099999995,0.09128574220233762,1.039597049041717,ns
b0710,0.23400418699999953,0.5249480370000006,0.29094385000000106,0.09136948855670408,1.0391988060570698,ns
b0123,-0.2663969915000001,0.0007329414999999494,0.2671299330000001,0.09190965245731109,1.0366388761131868,ns
b3708,-0.6176969059999997,-1.7165112955000001,-1.0988143895000004,0.09194188304527658,1.0364866057869473,ns
b4496,0.4762137649999998,0.8272315244999997,0.3510177594999999,0.09227199269340638,1.0349301003229538,ns
b0704,0.8872574565,1.4751557279999998,0.5878982714999998,0.09239895879043923,1.0343329226555917,ns
b1346,-0.7512761600000001,-1.21345886,-0.46218269999999995,0.09261840524422636,1.0333027012043061,ns
b0654,0.27012972049999906,0.5422077650000001,0.27207804450000106,0.09266049476381438,1.0331053851967447,ns
b3599,0.32037894900000013,0.5389176089999999,0.21853865999999972,0.09266412830882009,1.0330883553113495,ns
b0595,0.1498184674999998,-0.19579926099999984,-0.3456177284999996,0.0926871543566892,1.0329804511691474,ns
b4380,-0.021840185000000047,0.5466241509999998,0.5684643359999999,0.09270290047129398,1.032906677517081,ns
b0382,0.7255320335,1.3303138280000004,0.6047817945000005,0.09274460785443274,1.0327113307386777,ns
b0797,-0.17335642750000035,0.08273638449999995,0.25609281200000034,0.09300087968400733,1.0315129434879644,ns
b4259,-0.6510439725000001,-0.8414537174999994,-0.1904097449999993,0.09307938876634678,1.0311464773005885,ns
b1905,0.005078256500000048,-0.4527609230000005,-0.4578391795000005,0.0931917717081615,1.0306224316320276,ns
b2381,0.14543277249999995,0.4353386479999992,0.28990587549999924,0.09330285714792871,1.030105056954674,ns
b3236,-0.17227659499999956,-0.5447920399999999,-0.37251544500000033,0.09343633657154314,1.0294841976070306,ns
b3774,-0.06082913999999914,-0.3107780799999995,-0.24994894000000037,0.09354401128435222,1.0289840109369468,ns
b1251,-0.0545327830000008,0.30713682949999915,0.36166961249999996,0.0936144017323611,1.028657333828527,ns
b0136,0.17693455700000005,0.9720633065000002,0.7951287495000001,0.09367353440470262,1.0283830930559377,ns
b1452,-0.4118790920000004,-0.8521427634999998,-0.44026367149999945,0.09368134160814862,1.0283468983707518,ns
b1930,-0.32642980649999975,-0.6100474234999997,-0.283617617,0.09375285292386794,1.0280155077043367,ns
b2531,-0.4533469255000009,-1.0628711319999997,-0.6095242064999988,0.09376074513288007,1.0279789498988066,ns
b1257,0.749015211000001,1.1726466105000006,0.4236313994999996,0.09377826605759952,1.0278978015457536,ns
b2727,-0.33249456949999967,0.3198108800000003,0.6523054495,0.09403736609069607,1.0266995436080948,ns
b2384,-0.5231342125,-0.296870163,0.2262640495,0.09409895653675665,1.0264151924371558,ns
b0620,-0.1116182144999999,0.11163477950000004,0.22325299399999993,0.09420052146504292,1.0259466930801182,ns
b2472,-0.004828901999999854,0.31896728850000095,0.3237961905000008,0.0942748025085881,1.0256043687024563,ns
b0712,-0.37839480800000075,-0.05320767850000155,0.3251871294999992,0.0943155940570345,1.0254164954597307,ns
b0781,-0.5552088069999996,-0.45660524300000027,0.09860356399999937,0.09440458427996536,1.0250069158804054,ns
b1140,0.893917989,1.0875540165,0.19363602749999997,0.09452088419413186,1.0244722244197328,ns
b2479,-0.6772076650000001,-0.43965419049999976,0.2375534745000003,0.09464387394920125,1.023907491538112,ns
b0286,0.1569907634999998,0.7367007579999996,0.5797099944999997,0.09473340783440985,1.023496839586406,ns
b3103,0.6284117105000009,0.8950253910000008,0.2666136804999999,0.09480213832472513,1.023181866753123,ns
